29-01-2023 13:45,Axwell /\ Ingrosso,More Than You Know,203000
29-01-2023 13:49,Shawn Mendes,Treat You Better,187973
29-01-2023 13:52,Shawn Mendes,Stitches,206880
29-01-2023 13:55,The Kid LAROI,STAY (with Justin Bieber),141805
29-01-2023 13:58,Marshmello,Happier,214289
29-01-2023 14:02,Imagine Dragons,Believer,204346
29-01-2023 14:06,Shawn Mendes,There's Nothing Holdin' Me Back,199440
29-01-2023 14:09,AJR,World's Smallest Violin,180746
29-01-2023 14:13,BANNERS,Someone To You,219801
29-01-2023 14:16,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,173381
29-01-2023 14:19,Panic! At The Disco,High Hopes,190946
29-01-2023 14:23,Harry Styles,As It Was,167303
29-01-2023 14:26,AJR,Weak,201160
29-01-2023 14:30,Boyinaband,Life Is Fun,221181
29-01-2023 14:41,Passenger,Let Her Go,228117
29-01-2023 14:45,Lauv,I Like Me Better,1899
29-01-2023 14:45,Bring Me The Horizon,Can You Feel My Heart,228146
29-01-2023 16:26,The Score,Born For This,237375
29-01-2023 16:29,Arctic Monkeys,Fluorescent Adolescent,183893
29-01-2023 16:33,The Score,Revolution,231986
29-01-2023 16:37,AJR,100 Bad Days,210991
29-01-2023 16:40,Twenty One Pilots,Stressed Out,202333
29-01-2023 16:44,The Score,Fighter,156666
29-01-2023 16:47,Twenty One Pilots,Heathens,195920
29-01-2023 17:09,Arctic Monkeys,505,253586
29-01-2023 17:14,League of Legends,Legends Never Die,235000
29-01-2023 17:16,Stellar,Stranger,132480
29-01-2023 17:21,Roddy Ricch,The Box,196652
29-01-2023 17:27,Black Sabbath,Iron Man,355000
29-01-2023 17:30,AJR,Let the Games Begin,201004
29-01-2023 17:34,The Score,Unstoppable,192106
29-01-2023 17:39,OneRepublic,Counting Stars,257266
29-01-2023 17:42,Nathan Dawe,Lighter (feat. KSI),182439
29-01-2023 17:47,WALK THE MOON,Shut Up and Dance,199080
29-01-2023 17:50,Arctic Monkeys,Arabella,207356
29-01-2023 17:54,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
29-01-2023 17:57,The Score,Stronger,190048
29-01-2023 18:00,Arctic Monkeys,Old Yellow Bricks,193226
29-01-2023 18:04,Imagine Dragons,Natural,189466
29-01-2023 18:08,Rick Astley,Never Gonna Give You Up,213573
29-01-2023 18:12,The Score,On And On,212791
30-01-2023 17:13,The Score,On And On,600
31-01-2023 15:04,Fall Out Boy,Immortals,184740
31-01-2023 15:08,Imagine Dragons,Demons,177506
31-01-2023 15:11,Avicii,The Nights,176658
31-01-2023 15:14,Fall Out Boy,Centuries,228360
31-01-2023 15:16,Sun Goes Down,Glad You Came,45826
31-01-2023 15:19,VALORANT,VISIONS,225142
31-01-2023 15:23,VALORANT,Fire Again,206776
31-01-2023 15:27,VALORANT,Die For You,212926
31-01-2023 15:31,Justin Bieber,Love Yourself,233720
01-02-2023 14:44,Mark Ronson,Uptown Funk (feat. Bruno Mars),1380
01-02-2023 14:44,Maroon 5,Sugar,104495
01-02-2023 14:44,Ed Sheeran,Bad Habits,1080
01-02-2023 14:47,Marshmello,Silence,180822
01-02-2023 14:50,Alan Walker,Alone,160426
01-02-2023 14:54,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),207760
01-02-2023 14:58,5 Seconds of Summer,Youngblood,203417
02-02-2023 15:10,Jason Derulo,Whatcha Say,54708
02-02-2023 15:14,Panic! At The Disco,House of Memories,208706
02-02-2023 15:15,Doja Cat,Freak,49863
02-02-2023 15:15,Dixie,Be Happy,2650
02-02-2023 15:18,Sub Urban,Cradles,209829
02-02-2023 15:19,Maroon 5,Maps,4806
02-02-2023 15:23,JVKE,golden hour,209259
02-02-2023 15:25,JVKE,this is what falling in love feels like,120308
02-02-2023 15:28,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265
02-02-2023 15:31,Stellar,Blur,131428
02-02-2023 15:35,Pharrell Williams,Despicable Me,255226
02-02-2023 15:40,The Weeknd,Starboy,230453
02-02-2023 15:44,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),221520
02-02-2023 15:49,The Weeknd,Die For You,260253
02-02-2023 15:50,Pop Smoke,Dior,18614
02-02-2023 15:52,BoyWithUke,Toxic,168066
02-02-2023 15:58,AC/DC,Shoot to Thrill,317800
02-02-2023 15:59,Superfruit,GUY.exe,32963
02-02-2023 16:03,Arctic Monkeys,Do I Wanna Know?,272394
02-02-2023 16:08,The Weeknd,Often,249040
02-02-2023 16:12,The Chainsmokers,All We Know,194080
02-02-2023 16:55,Twenty One Pilots,Ride,188343
02-02-2023 17:00,Coldplay,Viva La Vida,242373
02-02-2023 17:03,One Direction,Drag Me Down,192120
02-02-2023 17:06,Stellar,Ashes,166355
02-02-2023 17:11,Coldplay,The Scientist,309600
02-02-2023 17:13,The Score,Born For This,1030
02-02-2023 17:13,The Chainsmokers,Paris,16315
02-02-2023 17:13,The Score,Stronger,90
02-02-2023 17:23,Toby Fox,MEGALOVANIA,156000
02-02-2023 17:25,Sheet Music Boss,Megalovania,162072
02-02-2023 17:30,The Weeknd,Die For You,260253
02-02-2023 17:33,Panic! At The Disco,High Hopes,190946
02-02-2023 17:35,WALK THE MOON,Ghostbusters,121771
02-02-2023 17:39,JVKE,golden hour,209259
02-02-2023 17:43,The Weeknd,Blinding Lights,200040
02-02-2023 17:47,Drake,God's Plan,198973
02-02-2023 17:51,One Direction,Drag Me Down,10814
02-02-2023 17:51,Charlie Puth,Attention,208786
02-02-2023 18:08,Tai Verdes,AOK,73500
03-02-2023 14:48,Tai Verdes,AOK,100125
03-02-2023 14:52,Avicii,The Nights,176658
03-02-2023 15:04,WALK THE MOON,Shut Up and Dance,199080
03-02-2023 15:08,Drake,God's Plan,198973
03-02-2023 15:09,The Score,Money Run Low,4220
03-02-2023 15:09,The Weeknd,Die For You,3981
03-02-2023 15:09,Shawn Mendes,There's Nothing Holdin' Me Back,2180
03-02-2023 15:11,Imagine Dragons,Bones,165264
03-02-2023 15:17,Twenty One Two,Drag Me Down,3498
03-02-2023 15:17,Arctic Monkeys,505,253586
03-02-2023 15:17,Ryan Mack,Overwhelmed (Ryan Mack Remix),1540
03-02-2023 15:17,Fall Out Boy,Immortals,5430
03-02-2023 15:20,Twenty One Pilots,Stressed Out,202333
03-02-2023 15:24,The Score,On And On,215706
03-02-2023 15:27,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,173381
03-02-2023 15:31,AJR,World's Smallest Violin,180746
03-02-2023 15:32,Bastille,Pompeii,790
03-02-2023 15:32,Fall Out Boy,Centuries,1420
03-02-2023 15:32,WALK THE MOON,Ghostbusters,63346
03-02-2023 15:35,Twenty One Pilots,Ride,214506
03-02-2023 15:40,The Score,Born For This,237375
03-02-2023 15:41,Imagine Dragons,Warriors,9872
03-02-2023 15:44,Arctic Monkeys,Arabella,207356
03-02-2023 17:16,American Authors,Best Day Of My Life,1840
03-02-2023 17:16,The Neighbourhood,Sweater Weather,1684
03-02-2023 17:16,The Weeknd,Starboy,230453
03-02-2023 17:20,American Authors,Best Day Of My Life,3581
03-02-2023 17:20,The Neighbourhood,Sweater Weather,240400
03-02-2023 17:20,AJR,Let the Games Begin,750
03-02-2023 17:20,Twenty One Two,I Kissed a Girl,1720
03-02-2023 17:24,The Score,Revolution,231986
03-02-2023 17:24,Imagine Dragons,Thunder,15043
03-02-2023 17:27,Arctic Monkeys,Fluorescent Adolescent,183893
03-02-2023 17:31,Twenty One Pilots,Heathens,195920
03-02-2023 17:35,BANNERS,Someone To You,219801
03-02-2023 17:36,The Score,Enemies,1020
03-02-2023 17:36,WALK THE MOON,Work This Body,13414
03-02-2023 17:36,AJR,Karma,1440
03-02-2023 17:39,Imagine Dragons,Demons,177506
03-02-2023 17:43,Arctic Monkeys,R U Mine?,201726
03-02-2023 17:50,Panic! At The Disco,House of Memories,208706
03-02-2023 17:55,Foster The People,Imagination,256266
03-02-2023 17:59,WALK THE MOON,Shut Up and Dance,199080
03-02-2023 18:03,AJR,Burn the House Down,212689
03-02-2023 18:06,The Score,Stronger,190048
03-02-2023 18:10,Imagine Dragons,Believer,204346
03-02-2023 18:15,Arctic Monkeys,Do I Wanna Know?,272394
03-02-2023 18:18,Panic! At The Disco,Victorious,178600
04-02-2023 12:27,Passenger,Simple Song,3133
04-02-2023 12:31,Foster The People,Pumped Up Kicks,239600
04-02-2023 12:34,AJR,100 Bad Days,210991
04-02-2023 12:38,The Score,Unstoppable,192106
04-02-2023 12:40,Imagine Dragons,On Top Of The World,101741
04-02-2023 12:43,Arctic Monkeys,I Wanna Be Yours,183956
04-02-2023 12:46,Panic! At The Disco,High Hopes,190946
04-02-2023 12:47,The Score,Money Run Low,1610
04-02-2023 12:47,AJR,Way Less Sad,1100
04-02-2023 12:47,Sheet Music Boss,Once Upon a Time,3270
04-02-2023 12:47,Arctic Monkeys,505,7200
04-02-2023 12:47,Imagine Dragons,Bones,760
04-02-2023 12:47,The Score,Fighter,770
04-02-2023 12:47,American Authors,Best Night of My Life,19045
04-02-2023 12:47,Passenger,Let Her Go,1050
04-02-2023 12:51,The Weeknd,Die For You,260253
04-02-2023 12:52,220 KID,Too Many Nights (with JC Stewart),1780
04-02-2023 12:52,Dixie,Be Happy,15384
04-02-2023 12:55,Avicii,The Nights,176658
04-02-2023 12:58,Shawn Mendes,There's Nothing Holdin' Me Back,199440
04-02-2023 13:04,OneRepublic,Counting Stars,257266
04-02-2023 13:06,Stellar,Bad Dream,147840
04-02-2023 13:09,Charlie Puth,Light Switch,124476
04-02-2023 13:09,Bruno Mars,That's What I Like,1930
04-02-2023 13:13,The Chainsmokers,Something Just Like This,247626
04-02-2023 13:17,One Direction,Drag Me Down,192120
04-02-2023 13:33,Shawn Mendes,Stitches,187671
04-02-2023 13:34,Maroon 5,Maps,68780
04-02-2023 13:36,Stellar,Stranger,132480
04-02-2023 13:39,OneRepublic,I Ain't Worried,148485
04-02-2023 13:52,Avicii,Waiting For Love,203694
04-02-2023 13:55,The Chainsmokers,Closer,1530
04-02-2023 13:55,Ed Sheeran,Bad Habits,179435
04-02-2023 13:56,AJR,100 Bad Days,690
04-02-2023 13:56,Basixx,It's Gonna Be Alright,2160
04-02-2023 13:56,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2780
04-02-2023 13:56,Shawn Mendes,Treat You Better,790
04-02-2023 13:56,American Authors,Do My Own Thing,630
04-02-2023 13:58,JVKE,anxiety.,156794
04-02-2023 14:02,The Score,On And On,215706
04-02-2023 14:03,Shawn Mendes,Stitches,28058
04-02-2023 14:07,VALORANT,VISIONS,225142
04-02-2023 14:08,Arctic Monkeys,Who The Fuck Are Arctic Monkeys?,70617
04-02-2023 14:08,Foster The People,Pumped Up Kicks,2490
04-02-2023 14:08,The Walters,I Love You So,1350
04-02-2023 16:35,Arctic Monkeys,505,253586
04-02-2023 16:36,Franz Ferdinand,This fffire - New Version,1060
04-02-2023 16:36,junodream,Nobody Wants You,970
04-02-2023 16:36,Coldplay,Sparks,8883
04-02-2023 16:40,junodream,Nobody Wants You,213373
04-02-2023 16:41,Franz Ferdinand,This fffire - New Version,56926
04-02-2023 16:41,Twenty One Pilots,Tear in My Heart,1340
04-02-2023 16:41,Wallows,Remember When,1170
04-02-2023 16:41,Nirvana,About A Girl,1470
04-02-2023 16:41,The Weeknd,I Was Never There,1470
04-02-2023 17:08,Arctic Monkeys,R U Mine?,201726
04-02-2023 17:12,Twenty One Pilots,Stressed Out,202333
04-02-2023 17:12,Surf Curse,Freaks,1290
04-02-2023 17:12,The White Stripes,Seven Nation Army,26570
04-02-2023 17:14,Rex Orange County,THE SHADE,30341
04-02-2023 17:14,The Rare Occasions,Notion,4850
04-02-2023 17:14,Halsey,Gasoline,2030
04-02-2023 17:17,The Score,Never Going Back,197680
04-02-2023 17:20,Imagine Dragons,Demons,177506
04-02-2023 17:25,AJR,Let the Games Begin,3224
04-02-2023 17:25,J. Cole,No Role Modelz,292799
04-02-2023 17:31,Daft Punk,Instant Crush (feat. Julian Casablancas),337560
04-02-2023 18:03,Set It Off,Why Worry,155108
04-02-2023 18:07,The Weeknd,Too Late,232290
04-02-2023 18:13,Lynyrd Skynyrd,Sweet Home Alabama,283800
04-02-2023 18:15,The Weeknd,Starboy,7990
04-02-2023 18:15,Stellar,Bad Dream,52537
04-02-2023 18:18,Imagine Dragons,Demons,177506
04-02-2023 18:20,Stellar,Blur,36183
04-02-2023 18:20,Imagine Dragons,Demons,2140
04-02-2023 18:36,The Weeknd,Starboy,309243
04-02-2023 18:39,Panic! At The Disco,House of Memories,208706
04-02-2023 18:40,WALK THE MOON,Shut Up and Dance,14750
04-02-2023 18:44,Tai Verdes,AOK,173640
04-02-2023 18:48,Kodaline,Brother,203186
04-02-2023 18:51,The Weeknd,Blinding Lights,200040
04-02-2023 18:51,Shawn Mendes,There's Nothing Holdin' Me Back,20825
04-02-2023 18:52,AJR,100 Bad Days,28901
04-02-2023 18:52,Drake,God's Plan,1530
04-02-2023 18:57,JVKE,golden hour,209259
04-02-2023 19:03,Panic! At The Disco,High Hopes,190946
04-02-2023 19:08,The Weeknd,Die For You,260253
05-02-2023 04:31,One Direction,Drag Me Down,192120
05-02-2023 04:36,Arctic Monkeys,Do I Wanna Know?,272394
05-02-2023 04:38,The Score,Money Run Low,2690
05-02-2023 04:38,VGR,Wii Sports,122466
05-02-2023 04:41,Imagine Dragons,Bones,165264
05-02-2023 04:46,Arctic Monkeys,505,253586
05-02-2023 04:49,Twenty One Two,Drag Me Down,170500
05-02-2023 04:54,Fall Out Boy,Immortals,189386
05-02-2023 04:56,Ryan Mack,Overwhelmed (Ryan Mack Remix),103240
05-02-2023 05:00,Twenty One Pilots,Stressed Out,202333
05-02-2023 05:10,Lynyrd Skynyrd,Free Bird,547106
05-02-2023 05:14,The Score,On And On,215706
05-02-2023 05:17,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,173381
05-02-2023 05:20,AJR,World's Smallest Violin,180746
05-02-2023 05:21,Fall Out Boy,Centuries,1070
05-02-2023 05:21,WALK THE MOON,Ghostbusters,7376
05-02-2023 05:25,Bastille,Pompeii,214147
05-02-2023 05:27,Sheet Music Boss,Wet Hands,93570
05-02-2023 05:27,VGR,Wii Sports,840
05-02-2023 05:27,RetroSpecter,Revolvania,20781
05-02-2023 05:30,Sun Goes Down,Glad You Came,198134
05-02-2023 10:30,Mr Rock,___... _.__._,12381
05-02-2023 10:34,Maroon 5,Moves Like Jagger,202640
05-02-2023 10:36,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040
05-02-2023 10:40,Toby Fox,MEGALOVANIA,156000
05-02-2023 17:01,Amit Trivedi,Chaudhary,2840
05-02-2023 17:01,C418,Wet Hands,18530
05-02-2023 17:01,C418,Wet Hands,0
05-02-2023 17:12,C418,Mice On Venus,68120
05-02-2023 19:21,just valery,Mice On Venus (8 Bit Version),14051
05-02-2023 19:22,RetroSpecter,Bad Time Trio,103
05-02-2023 19:22,Sheet Music Boss,Pigstep,0
05-02-2023 19:22,VGR,Overwatch (Victory Theme),0
05-02-2023 19:22,C418,Moog City,343
05-02-2023 19:22,C418,Key,23
05-02-2023 19:22,NyxTheShield,Megalo Strike Back,1483
05-02-2023 19:22,Sub Urban,Cradles,0
05-02-2023 19:22,VGR,Mii Channel,705
05-02-2023 19:22,GroovyDominoes52,bee. 2,0
05-02-2023 19:22,Re-Logic,Title Screen,76
05-02-2023 19:22,Re-Logic,Title Screen,471
05-02-2023 19:26,RetroSpecter,Bad Time Trio,595
05-02-2023 19:26,Sun Goes Down,Glad You Came,6342
05-02-2023 19:26,Fall Out Boy,Immortals,11021
05-02-2023 19:26,Fall Out Boy,Immortals,1150
05-02-2023 19:26,Halfbrick,Jetpack Joyride Main Theme,158
05-02-2023 19:26,Sub Urban,Cradles,209829
05-02-2023 19:26,Re-Logic,Title Screen,11410
05-02-2023 19:29,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),190714
05-02-2023 21:13,Eminem,The Real Slim Shady,149800
06-02-2023 08:20,Maroon 5,Maps,17781
06-02-2023 08:20,The Weeknd,Starboy,230453
06-02-2023 08:21,5 Seconds of Summer,Youngblood,3720
06-02-2023 08:21,Shawn Mendes,There's Nothing Holdin' Me Back,1180
06-02-2023 08:21,Avicii,The Nights,1070
06-02-2023 08:25,OneRepublic,Counting Stars,257266
06-02-2023 08:27,Stellar,Bad Dream,147840
06-02-2023 08:32,One Direction,Drag Me Down,198705
06-02-2023 08:35,Charlie Puth,Light Switch,187703
06-02-2023 08:35,Bruno Mars,That's What I Like,3204
06-02-2023 08:40,The Chainsmokers,Something Just Like This,247626
06-02-2023 08:52,Shawn Mendes,Stitches,206880
06-02-2023 08:54,Avicii,Waiting For Love,35217
06-02-2023 08:54,Stellar,Stranger,950
06-02-2023 08:54,The Chainsmokers,Closer,890
06-02-2023 08:54,Maroon 5,Payphone,720
06-02-2023 08:54,OneRepublic,I Ain't Worried,1090
06-02-2023 08:54,Ed Sheeran,Bad Habits,660
06-02-2023 08:59,Maroon 5,Payphone,231173
06-02-2023 09:22,Bastille,Pompeii,3020
06-02-2023 09:22,The Chainsmokers,Closer,1076
06-02-2023 09:22,Shawn Mendes,Treat You Better,2220
06-02-2023 09:24,Stellar,Blur,131428
06-02-2023 09:25,Ed Sheeran,Castle on the Hill,1040
06-02-2023 09:25,Nicky Youre,Sunroof,3221
06-02-2023 09:28,Maroon 5,Moves Like Jagger,202640
06-02-2023 09:28,The Chainsmokers,Paris,2750
06-02-2023 09:28,Axwell /\ Ingrosso,More Than You Know,9070
06-02-2023 11:14,The Weeknd,Die For You,260253
06-02-2023 11:18,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),37068
06-02-2023 11:18,Stellar,Ashes,166355
06-02-2023 11:22,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),207760
06-02-2023 11:23,Harry Styles,Watermelon Sugar,42970
06-02-2023 11:23,The Weeknd,False Alarm,1310
06-02-2023 11:23,Maroon 5,Sugar,1070
06-02-2023 11:23,DJ Snake,Let Me Love You,790
06-02-2023 11:26,Marshmello,Silence,180822
06-02-2023 11:26,Charlie Puth,Attention,16017
06-02-2023 11:30,The Weeknd,Reminder,1090
06-02-2023 11:30,Harry Styles,As It Was,3290
06-02-2023 11:30,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1560
06-02-2023 11:30,Justin Bieber,Love Yourself,890
06-02-2023 11:30,The Chainsmokers,All We Know,194080
06-02-2023 11:34,Justin Bieber,Love Yourself,233720
06-02-2023 11:38,Bruno Mars,Finesse,870
06-02-2023 11:38,Meghan Trainor,Made You Look,950
06-02-2023 11:38,The Weeknd,Reminder,218880
06-02-2023 11:38,Marshmello,Happier,3767
06-02-2023 11:43,Coldplay,Viva La Vida,242373
06-02-2023 11:46,Maroon 5,Memories,189486
06-02-2023 11:50,Vicetone,Nevada,208561
06-02-2023 11:54,The Weeknd,Call Out My Name,228382
06-02-2023 11:55,MKTO,Classic,35212
06-02-2023 11:56,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),80930
06-02-2023 11:59,Arctic Monkeys,Fluorescent Adolescent,183893
06-02-2023 12:03,Twenty One Pilots,Stressed Out,202333
06-02-2023 12:07,The Weeknd,Die For You,15482
06-02-2023 12:07,Bring Me The Horizon,Can You Feel My Heart,228146
06-02-2023 12:07,The Reytons,On the Back Burner,1710
06-02-2023 12:10,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
06-02-2023 12:12,The Neighbourhood,Sweater Weather,790
06-02-2023 12:12,Fall Out Boy,Heartbreak Feels So Good,870
06-02-2023 12:12,Harry Styles,As It Was,100954
06-02-2023 12:12,Twenty One Pilots,Tear in My Heart,2350
06-02-2023 17:16,The Neighbourhood,Sweater Weather,227580
06-02-2023 17:18,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
06-02-2023 17:19,Coldplay,Yellow,990
06-02-2023 17:19,Surf Curse,Freaks,2934
06-02-2023 17:19,The Weeknd,Stargirl Interlude,1970
06-02-2023 17:19,The White Stripes,Seven Nation Army,850
06-02-2023 17:23,Arctic Monkeys,505,253586
06-02-2023 17:27,Steve Lacy,Bad Habit - Sped Up,8901
06-02-2023 17:27,Beach Weather,"Sex, Drugs, Etc.",196784
06-02-2023 17:31,Foster The People,Pumped Up Kicks,239600
06-02-2023 17:34,Wallows,Remember When,155146
06-02-2023 17:37,Arctic Monkeys,I Wanna Be Yours,183956
06-02-2023 17:38,Tame Impala,The Less I Know The Better,870
06-02-2023 17:38,Eyedress,Romantic Lover,740
06-02-2023 17:38,Arctic Monkeys,Old Yellow Bricks,620
06-02-2023 17:38,The Walters,I Love You So,1590
06-02-2023 17:38,Coldplay,Sparks,7349
06-02-2023 17:38,d4vd,Here With Me,970
06-02-2023 17:41,Eyedress,Romantic Lover,1877
06-02-2023 17:41,Arctic Monkeys,Old Yellow Bricks,193226
06-02-2023 17:42,Sheet Music Boss,Pigstep,3770
06-02-2023 17:42,The Score,Money Run Low,1210
06-02-2023 17:42,Twenty One Pilots,Stressed Out,4590
06-02-2023 17:42,Arctic Monkeys,505,720
06-02-2023 17:42,Imagine Dragons,Bones,1550
06-02-2023 17:42,d4vd,Romantic Homicide,5660
06-02-2023 17:42,The Reytons,On the Back Burner,880
06-02-2023 17:42,Gorillaz,Feel Good Inc.,3300
06-02-2023 17:42,RetroSpecter,Revolvania,11390
06-02-2023 17:42,Re-Logic,Title Screen,1440
06-02-2023 17:43,Maroon 5,Moves Like Jagger,1430
06-02-2023 17:43,Sun Goes Down,Glad You Came,28120
06-02-2023 17:43,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,6400
06-02-2023 17:46,Maroon 5,Memories,189486
06-02-2023 17:49,AJR,Weak,201160
06-02-2023 17:51,Fun Guns,Shut Up And Dance With Me,1430
06-02-2023 17:51,Adventurer,Reality,2690
06-02-2023 17:51,NEFFEX,Grateful,5840
06-02-2023 17:51,Zayde Wølf,Rule the World,2330
06-02-2023 17:51,Paper Kings,Fire on Up,950
06-02-2023 17:51,Hugh Jackman,The Other Side,1980
06-02-2023 17:51,Shawn Mendes,There's Nothing Holdin' Me Back,32085
06-02-2023 17:51,Kuba Oms,My Love (Radio Version),2740
06-02-2023 17:51,2dypoy,f a s h i o n w e e k,1200
06-02-2023 17:51,The Vamps,Somebody To You,1920
06-02-2023 17:51,Ben Schuller,Need This Feeling,900
06-02-2023 17:51,Crash Adams,Destination,920
06-02-2023 17:51,Speedix,House of Memories,2490
06-02-2023 17:55,blackbear,idfc,207026
06-02-2023 17:57,Jon Bellion,Kingdom Come,145960
06-02-2023 17:58,Nicholas Lentz,Someone to You,3769
06-02-2023 17:58,Arctic Monkeys,505,1320
06-02-2023 17:58,Shawn Mendes,There's Nothing Holdin' Me Back,580
06-02-2023 17:58,ElyOtto,SugarCrash!,3760
06-02-2023 18:12,Pharrell Williams,Despicable Me,255226
06-02-2023 18:16,The Weeknd,Nothing Without You,198653
06-02-2023 18:20,Shawn Mendes,Treat You Better,187973
07-02-2023 08:54,Lauv,I Like Me Better,80698
07-02-2023 09:01,The Weeknd,Starboy,230453
07-02-2023 09:02,NyxTheShield,Finale!?,1340
07-02-2023 09:02,Nightmargin,Someplace I Know,2440
07-02-2023 09:02,XXXTENTACION,changes,8120
07-02-2023 09:02,The Weeknd,Starboy,780
07-02-2023 09:02,The Weeknd,Starboy,740
07-02-2023 09:02,The Weeknd,Starboy,11984
07-02-2023 09:02,The Weeknd,Starboy,230
07-02-2023 09:02,The Weeknd,Starboy,4910
07-02-2023 09:02,The Weeknd,Starboy,0
07-02-2023 09:02,A_A_RonHD,"Rocket Jump Waltz (From ""Team Fortress 2"")",800
07-02-2023 09:02,Re-Logic,Title Screen,4650
07-02-2023 09:02,Mr Rock,___... _.__._,3470
07-02-2023 09:07,Lynyrd Skynyrd,Sweet Home Alabama,272350
07-02-2023 09:17,Lynyrd Skynyrd,Free Bird,602266
07-02-2023 13:37,OneRepublic,Counting Stars,760
07-02-2023 13:37,OneRepublic,Counting Stars,2530
07-02-2023 13:37,Eminem,The Real Slim Shady,280670
07-02-2023 13:42,OneRepublic,Counting Stars,257266
07-02-2023 13:54,AJR,The DJ Is Crying For Help,208619
07-02-2023 14:12,The Score,Unstoppable,99630
07-02-2023 14:22,Unknown Artist,Unknown Track,2810
07-02-2023 14:26,Unknown Artist,Unknown Track,1480
07-02-2023 14:26,Unknown Artist,Unknown Track,1350
07-02-2023 14:33,Unknown Artist,Unknown Track,0
07-02-2023 14:37,Unknown Artist,Unknown Track,244041
07-02-2023 14:42,Unknown Artist,Unknown Track,244041
07-02-2023 14:46,Unknown Artist,Unknown Track,244041
07-02-2023 14:50,Unknown Artist,Unknown Track,244041
07-02-2023 14:54,Unknown Artist,Unknown Track,244041
07-02-2023 14:58,Unknown Artist,Unknown Track,244041
07-02-2023 15:02,Unknown Artist,Unknown Track,244041
07-02-2023 15:07,Unknown Artist,Unknown Track,244041
07-02-2023 15:11,Unknown Artist,Unknown Track,244041
07-02-2023 15:16,Unknown Artist,Unknown Track,244041
07-02-2023 15:20,Unknown Artist,Unknown Track,244041
07-02-2023 15:24,Unknown Artist,Unknown Track,244041
07-02-2023 15:28,Unknown Artist,Unknown Track,244041
07-02-2023 15:41,Unknown Artist,Unknown Track,244041
07-02-2023 16:00,Unknown Artist,Unknown Track,244041
07-02-2023 16:04,Unknown Artist,Unknown Track,244041
07-02-2023 16:08,Unknown Artist,Unknown Track,244041
07-02-2023 16:08,Unknown Artist,Unknown Track,1190
07-02-2023 16:13,Oxart,Living Mice - Remix,265411
07-02-2023 16:14,C418,Beginning 2,5397
07-02-2023 16:18,C418,Subwoofer Lullaby,19514
07-02-2023 16:18,Oxart,Aria Math - Remix,254285
07-02-2023 16:22,Unknown Artist,Unknown Track,244041
07-02-2023 16:45,Unknown Artist,Unknown Track,176218
07-02-2023 16:49,LEMMiNO,Cipher,195194
07-02-2023 16:52,LEMMiNO,Cipher,195194
07-02-2023 16:55,LEMMiNO,Cipher,195194
07-02-2023 16:58,LEMMiNO,Cipher,195194
07-02-2023 17:02,LEMMiNO,Cipher,195194
07-02-2023 17:05,LEMMiNO,Cipher,195194
07-02-2023 17:08,LEMMiNO,Cipher,195194
07-02-2023 17:11,LEMMiNO,Cipher,195194
07-02-2023 17:15,LEMMiNO,Cipher,195194
07-02-2023 17:18,LEMMiNO,Cipher,195194
07-02-2023 17:21,LEMMiNO,Cipher,195194
07-02-2023 17:24,LEMMiNO,Cipher,195194
07-02-2023 17:28,LEMMiNO,Cipher,195194
07-02-2023 17:31,LEMMiNO,Cipher,195194
07-02-2023 17:34,LEMMiNO,Cipher,195194
07-02-2023 17:37,LEMMiNO,Cipher,195194
07-02-2023 17:41,LEMMiNO,Cipher,195194
07-02-2023 17:44,LEMMiNO,Cipher,195194
07-02-2023 17:47,C418,Subwoofer Lullaby,1980
07-02-2023 17:47,LEMMiNO,Cipher,190392
07-02-2023 17:52,Unknown Artist,Unknown Track,244041
07-02-2023 17:56,Unknown Artist,Unknown Track,244041
07-02-2023 18:00,Unknown Artist,Unknown Track,244041
07-02-2023 18:06,Unknown Artist,Unknown Track,244041
07-02-2023 18:10,Unknown Artist,Unknown Track,244041
07-02-2023 18:10,Unknown Artist,Unknown Track,0
07-02-2023 18:13,C418,Moog City 2,8715
07-02-2023 18:13,LEMMiNO,Cipher,195194
07-02-2023 18:14,LEMMiNO,Cipher,3290
07-02-2023 18:15,C418,Subwoofer Lullaby,990
07-02-2023 18:15,C418,Moog City 2,104990
07-02-2023 18:21,Oxart,Taswell - Remix,311179
07-02-2023 18:26,Oxart,Aria Math - Remix,254285
